structure_type,structure_identifier,structure_name,action_type,location_code,country_code,indicator_code,indicator_name,measure_type1,measure_type2,INEQUALITY,observed_value,status,unit_of_measurement,unit_of_measurement_full,multiplier,Multiplier
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,COL,Colombia,HS_SFRH,Self-reported health,L,Value,HGH,84.0,A,PC,Percentage,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LTU,Lithuania,HS_SFRH,Self-reported health,L,Value,HGH,67.0,A,PC,Percentage,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,COL,Colombia,HS_SFRH,Self-reported health,L,Value,LW,76.0,A,PC,Percentage,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LTU,Lithuania,HS_SFRH,Self-reported health,L,Value,LW,26.0,A,PC,Percentage,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,COL,Colombia,WL_EWLH,Employees working very long hours,L,Value,TOT,23.7,A,PC,Percentage,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LTU,Lithuania,WL_EWLH,Employees working very long hours,L,Value,TOT,1.0,A,PC,Percentage,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,COL,Colombia,WL_EWLH,Employees working very long hours,L,Value,MN,28.2,A,PC,Percentage,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LTU,Lithuania,WL_EWLH,Employees working very long hours,L,Value,MN,1.1,A,PC,Percentage,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,COL,Colombia,WL_EWLH,Employees working very long hours,L,Value,WMN,17.1,A,PC,Percentage,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LTU,Lithuania,WL_EWLH,Employees working very long hours,L,Value,WMN,0.8,A,PC,Percentage,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,HO_BASE,Dwellings without basic facilities,L,Value,TOT,2.3,A,PC,Percentage,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,HO_HISH,Housing expenditure,L,Value,TOT,17.0,A,PC,Percentage,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,PS_FSAFEN,Feeling safe walking alone at night,L,Value,TOT,47.0,A,PC,Percentage,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,PS_FSAFEN,Feeling safe walking alone at night,L,Value,MN,59.0,A,PC,Percentage,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,36.0,A,PC,Percentage,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,JE_EMPL,Employment rate,L,Value,TOT,55.0,A,PC,Percentage,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,JE_EMPL,Employment rate,L,Value,MN,68.0,A,PC,Percentage,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,JE_EMPL,Employment rate,L,Value,WMN,41.0,A,PC,Percentage,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,JE_LTUR,Long-term unemployment rate,L,Value,TOT,1.5,A,PC,Percentage,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,JE_LTUR,Long-term unemployment rate,L,Value,MN,0.8,A,PC,Percentage,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,JE_LTUR,Long-term unemployment rate,L,Value,WMN,2.6,A,PC,Percentage,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,SC_SNTWS,Quality of support network,L,Value,TOT,82.0,A,PC,Percentage,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,SC_SNTWS,Quality of support network,L,Value,MN,80.0,A,PC,Percentage,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,SC_SNTWS,Quality of support network,L,Value,WMN,85.0,A,PC,Percentage,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,SC_SNTWS,Quality of support network,L,Value,HGH,90.0,A,PC,Percentage,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,SC_SNTWS,Quality of support network,L,Value,LW,85.0,A,PC,Percentage,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,ES_EDUA,Educational attainment,L,Value,TOT,43.0,A,PC,Percentage,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,ES_EDUA,Educational attainment,L,Value,MN,41.0,A,PC,Percentage,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,ES_EDUA,Educational attainment,L,Value,WMN,44.0,A,PC,Percentage,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,EQ_WATER,Water quality,L,Value,TOT,87.0,A,PC,Percentage,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,EQ_WATER,Water quality,L,Value,MN,90.0,A,PC,Percentage,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,EQ_WATER,Water quality,L,Value,WMN,85.0,A,PC,Percentage,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,CG_VOTO,Voter turnout,L,Value,TOT,66.0,A,PC,Percentage,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,HS_SFRH,Self-reported health,L,Value,TOT,73.0,A,PC,Percentage,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,HS_SFRH,Self-reported health,L,Value,MN,77.0,A,PC,Percentage,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,HS_SFRH,Self-reported health,L,Value,WMN,70.0,A,PC,Percentage,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,WL_EWLH,Employees working very long hours,L,Value,TOT,22.0,A,PC,Percentage,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,WL_EWLH,Employees working very long hours,L,Value,MN,27.9,A,PC,Percentage,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CRI,Costa Rica,WL_EWLH,Employees working very long hours,L,Value,WMN,12.7,A,PC,Percentage,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,COL,Colombia,PS_FSAFEN,Feeling safe walking alone at night,L,Value,WMN,45.0,A,PC,Percentage,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,AUS,Australia,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,2.7,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,AUT,Austria,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,1.3,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,BEL,Belgium,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,2.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CAN,Canada,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,2.9,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CZE,Czechia,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,1.6,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,DNK,Denmark,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,2.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,FIN,Finland,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,2.2,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,FRA,France,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,2.1,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,DEU,Germany,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,1.8,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,GRC,Greece,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,1.8,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,HUN,Hungary,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,1.2,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ISL,Iceland,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,2.1,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,IRL,Ireland,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,1.3,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ITA,Italy,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,2.5,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,JPN,Japan,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,1.4,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,KOR,Korea,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,2.9,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LUX,Luxembourg,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,1.7,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,MEX,Mexico,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,3.2,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,NLD,Netherlands,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,2.6,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,NZL,New Zealand,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,2.5,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,NOR,Norway,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,2.2,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,POL,Poland,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,2.6,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,PRT,Portugal,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,1.5,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,SVK,Slovak Republic,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,3.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ESP,Spain,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,1.8,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,SWE,Sweden,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,2.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CHE,Switzerland,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,2.3,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,TUR,Türkiye,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,1.5,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,GBR,United Kingdom,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,3.1,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,USA,United States,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,3.1,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,BRA,Brazil,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,2.2,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CHL,Chile,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,1.3,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,EST,Estonia,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,2.7,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ISR,Israel,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,2.5,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LVA,Latvia,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,2.2,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,SVN,Slovenia,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,2.5,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,OECD,OECD - Total,CG_SENG,Stakeholder engagement for developing regulations,L,Value,TOT,2.1,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LVA,Latvia,ES_STCS,Student skills,L,Value,TOT,487.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,AUS,Australia,ES_STCS,Student skills,L,Value,TOT,499.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,AUT,Austria,ES_STCS,Student skills,L,Value,TOT,491.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,BEL,Belgium,ES_STCS,Student skills,L,Value,TOT,500.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CAN,Canada,ES_STCS,Student skills,L,Value,TOT,517.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CZE,Czechia,ES_STCS,Student skills,L,Value,TOT,495.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,DNK,Denmark,ES_STCS,Student skills,L,Value,TOT,501.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,FIN,Finland,ES_STCS,Student skills,L,Value,TOT,516.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,FRA,France,ES_STCS,Student skills,L,Value,TOT,494.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,DEU,Germany,ES_STCS,Student skills,L,Value,TOT,500.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,GRC,Greece,ES_STCS,Student skills,L,Value,TOT,453.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,HUN,Hungary,ES_STCS,Student skills,L,Value,TOT,479.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ISL,Iceland,ES_STCS,Student skills,L,Value,TOT,481.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,IRL,Ireland,ES_STCS,Student skills,L,Value,TOT,505.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ITA,Italy,ES_STCS,Student skills,L,Value,TOT,477.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,JPN,Japan,ES_STCS,Student skills,L,Value,TOT,520.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,KOR,Korea,ES_STCS,Student skills,L,Value,TOT,520.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LUX,Luxembourg,ES_STCS,Student skills,L,Value,TOT,477.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,MEX,Mexico,ES_STCS,Student skills,L,Value,TOT,416.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,NLD,Netherlands,ES_STCS,Student skills,L,Value,TOT,502.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,NZL,New Zealand,ES_STCS,Student skills,L,Value,TOT,503.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,NOR,Norway,ES_STCS,Student skills,L,Value,TOT,497.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,POL,Poland,ES_STCS,Student skills,L,Value,TOT,513.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,PRT,Portugal,ES_STCS,Student skills,L,Value,TOT,492.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,SVK,Slovak Republic,ES_STCS,Student skills,L,Value,TOT,469.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,SWE,Sweden,ES_STCS,Student skills,L,Value,TOT,503.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CHE,Switzerland,ES_STCS,Student skills,L,Value,TOT,498.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,TUR,Türkiye,ES_STCS,Student skills,L,Value,TOT,462.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,GBR,United Kingdom,ES_STCS,Student skills,L,Value,TOT,503.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,USA,United States,ES_STCS,Student skills,L,Value,TOT,495.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,BRA,Brazil,ES_STCS,Student skills,L,Value,TOT,400.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CHL,Chile,ES_STCS,Student skills,L,Value,TOT,438.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,EST,Estonia,ES_STCS,Student skills,L,Value,TOT,526.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ISR,Israel,ES_STCS,Student skills,L,Value,TOT,465.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LVA,Latvia,ES_STCS,Student skills,L,Value,LW,447.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,RUS,Russia,ES_STCS,Student skills,L,Value,TOT,481.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,SVN,Slovenia,ES_STCS,Student skills,L,Value,TOT,504.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,OECD,OECD - Total,ES_STCS,Student skills,L,Value,TOT,488.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,AUS,Australia,ES_STCS,Student skills,L,Value,MN,495.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,AUT,Austria,ES_STCS,Student skills,L,Value,MN,489.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,BEL,Belgium,ES_STCS,Student skills,L,Value,MN,499.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CAN,Canada,ES_STCS,Student skills,L,Value,MN,512.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CZE,Czechia,ES_STCS,Student skills,L,Value,MN,490.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,DNK,Denmark,ES_STCS,Student skills,L,Value,MN,496.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,FIN,Finland,ES_STCS,Student skills,L,Value,MN,503.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,FRA,France,ES_STCS,Student skills,L,Value,MN,490.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,DEU,Germany,ES_STCS,Student skills,L,Value,MN,497.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,GRC,Greece,ES_STCS,Student skills,L,Value,MN,445.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,HUN,Hungary,ES_STCS,Student skills,L,Value,MN,477.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ISL,Iceland,ES_STCS,Student skills,L,Value,MN,472.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,IRL,Ireland,ES_STCS,Student skills,L,Value,MN,501.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ITA,Italy,ES_STCS,Student skills,L,Value,MN,476.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,JPN,Japan,ES_STCS,Student skills,L,Value,MN,519.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,KOR,Korea,ES_STCS,Student skills,L,Value,MN,517.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LUX,Luxembourg,ES_STCS,Student skills,L,Value,MN,472.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,MEX,Mexico,ES_STCS,Student skills,L,Value,MN,418.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,NLD,Netherlands,ES_STCS,Student skills,L,Value,MN,497.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,NZL,New Zealand,ES_STCS,Student skills,L,Value,MN,500.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,NOR,Norway,ES_STCS,Student skills,L,Value,MN,486.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,POL,Poland,ES_STCS,Student skills,L,Value,MN,508.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,PRT,Portugal,ES_STCS,Student skills,L,Value,MN,490.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,SVK,Slovak Republic,ES_STCS,Student skills,L,Value,MN,463.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,SWE,Sweden,ES_STCS,Student skills,L,Value,MN,495.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CHE,Switzerland,ES_STCS,Student skills,L,Value,MN,494.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,TUR,Türkiye,ES_STCS,Student skills,L,Value,MN,458.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,GBR,United Kingdom,ES_STCS,Student skills,L,Value,MN,503.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,USA,United States,ES_STCS,Student skills,L,Value,MN,493.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,BRA,Brazil,ES_STCS,Student skills,L,Value,MN,397.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CHL,Chile,ES_STCS,Student skills,L,Value,MN,436.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,EST,Estonia,ES_STCS,Student skills,L,Value,MN,521.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,ISR,Israel,ES_STCS,Student skills,L,Value,MN,452.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,LVA,Latvia,ES_STCS,Student skills,L,Value,MN,482.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,RUS,Russia,ES_STCS,Student skills,L,Value,MN,478.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,SVN,Slovenia,ES_STCS,Student skills,L,Value,MN,495.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,OECD,OECD - Total,ES_STCS,Student skills,L,Value,MN,485.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,AUS,Australia,ES_STCS,Student skills,L,Value,WMN,503.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,AUT,Austria,ES_STCS,Student skills,L,Value,WMN,493.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,BEL,Belgium,ES_STCS,Student skills,L,Value,WMN,501.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CAN,Canada,ES_STCS,Student skills,L,Value,WMN,521.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,CZE,Czechia,ES_STCS,Student skills,L,Value,WMN,501.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,DNK,Denmark,ES_STCS,Student skills,L,Value,WMN,506.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,FIN,Finland,ES_STCS,Student skills,L,Value,WMN,530.0,A,AVSCORE,Average score,0,Units
DATAFLOW,OECD:DF_BLI(1.0),Better Life Index,I,FRA,France,ES_STCS,Student skills,L,Value,WMN,497.0,A,AVSCORE,Average score,0,Units
